Current Node,Time,Neighbor Node ID,Neighbor Node Rep
10.1.1.8,50,10.1.1.2,8
10.1.1.8,50,10.1.1.3,8
10.1.1.8,50,10.1.1.4,8
10.1.1.8,50,10.1.1.5,8
10.1.1.8,50,10.1.1.6,8
10.1.1.8,50,10.1.1.7,8
10.1.1.8,50,10.1.1.8,10
10.1.1.8,50,10.1.1.9,8
10.1.1.8,50,10.1.1.10,8
10.1.1.9,50,10.1.1.1,8
10.1.1.9,50,10.1.1.2,10
10.1.1.9,50,10.1.1.3,8
10.1.1.9,50,10.1.1.4,8
10.1.1.9,50,10.1.1.5,8
10.1.1.9,50,10.1.1.6,8
10.1.1.9,50,10.1.1.7,8
10.1.1.9,50,10.1.1.8,8
10.1.1.9,50,10.1.1.9,10
10.1.1.9,50,10.1.1.10,10
10.1.1.10,50,10.1.1.1,8
10.1.1.10,50,10.1.1.2,8
10.1.1.10,50,10.1.1.3,8
10.1.1.10,50,10.1.1.4,8
10.1.1.10,50,10.1.1.5,10
10.1.1.10,50,10.1.1.6,8
10.1.1.10,50,10.1.1.7,8
10.1.1.10,50,10.1.1.8,8
10.1.1.10,50,10.1.1.9,10
10.1.1.10,50,10.1.1.10,10
10.1.1.1,60,10.1.1.1,10
10.1.1.1,60,10.1.1.2,8
10.1.1.1,60,10.1.1.3,8
10.1.1.1,60,10.1.1.4,8
10.1.1.1,60,10.1.1.5,10
10.1.1.1,60,10.1.1.6,8
10.1.1.1,60,10.1.1.7,8
10.1.1.1,60,10.1.1.8,8
10.1.1.1,60,10.1.1.9,8
10.1.1.1,60,10.1.1.10,8
10.1.1.2,60,10.1.1.1,8
10.1.1.2,60,10.1.1.2,10
10.1.1.2,60,10.1.1.3,8
10.1.1.2,60,10.1.1.4,8
10.1.1.2,60,10.1.1.5,10
10.1.1.2,60,10.1.1.6,10
10.1.1.2,60,10.1.1.7,8
10.1.1.2,60,10.1.1.8,8
10.1.1.2,60,10.1.1.9,10
10.1.1.2,60,10.1.1.10,8
10.1.1.3,60,10.1.1.1,8
10.1.1.3,60,10.1.1.2,8
10.1.1.3,60,10.1.1.3,10
10.1.1.3,60,10.1.1.4,6
10.1.1.3,60,10.1.1.5,8
10.1.1.3,60,10.1.1.6,8
10.1.1.3,60,10.1.1.7,8
10.1.1.3,60,10.1.1.8,8
10.1.1.3,60,10.1.1.9,8
10.1.1.3,60,10.1.1.10,8
10.1.1.4,60,10.1.1.1,8
10.1.1.4,60,10.1.1.2,8
10.1.1.4,60,10.1.1.3,8
10.1.1.4,60,10.1.1.4,10
10.1.1.4,60,10.1.1.5,8
10.1.1.4,60,10.1.1.6,8
10.1.1.4,60,10.1.1.7,8
10.1.1.4,60,10.1.1.8,8
10.1.1.4,60,10.1.1.9,8
10.1.1.4,60,10.1.1.10,8
10.1.1.5,60,10.1.1.1,8
10.1.1.5,60,10.1.1.2,10
10.1.1.5,60,10.1.1.3,8
10.1.1.5,60,10.1.1.4,8
10.1.1.5,60,10.1.1.5,10
10.1.1.5,60,10.1.1.6,8
10.1.1.5,60,10.1.1.7,8
10.1.1.5,60,10.1.1.8,8
10.1.1.5,60,10.1.1.9,8
10.1.1.5,60,10.1.1.10,10
10.1.1.6,60,10.1.1.1,8
10.1.1.6,60,10.1.1.2,10
10.1.1.6,60,10.1.1.3,8
10.1.1.6,60,10.1.1.4,6
10.1.1.6,60,10.1.1.5,8
10.1.1.6,60,10.1.1.6,10
10.1.1.6,60,10.1.1.7,8
10.1.1.6,60,10.1.1.8,8
10.1.1.6,60,10.1.1.9,8
10.1.1.6,60,10.1.1.10,8
10.1.1.7,60,10.1.1.1,8
10.1.1.7,60,10.1.1.2,8
10.1.1.7,60,10.1.1.3,8
10.1.1.7,60,10.1.1.4,8
10.1.1.7,60,10.1.1.5,8
10.1.1.7,60,10.1.1.6,8
10.1.1.7,60,10.1.1.7,10
10.1.1.7,60,10.1.1.8,8
10.1.1.7,60,10.1.1.9,8
10.1.1.7,60,10.1.1.10,8
10.1.1.8,60,10.1.1.1,8
10.1.1.8,60,10.1.1.2,8
10.1.1.8,60,10.1.1.3,8
10.1.1.8,60,10.1.1.4,7
10.1.1.8,60,10.1.1.5,8
10.1.1.8,60,10.1.1.6,8
10.1.1.8,60,10.1.1.7,8
10.1.1.8,60,10.1.1.8,10
10.1.1.8,60,10.1.1.9,8
10.1.1.8,60,10.1.1.10,8
10.1.1.9,60,10.1.1.1,8
10.1.1.9,60,10.1.1.2,10
10.1.1.9,60,10.1.1.3,8
10.1.1.9,60,10.1.1.4,8
10.1.1.9,60,10.1.1.5,6
10.1.1.9,60,10.1.1.6,8
10.1.1.9,60,10.1.1.7,8
10.1.1.9,60,10.1.1.8,8
10.1.1.9,60,10.1.1.9,10
10.1.1.9,60,10.1.1.10,10
10.1.1.10,60,10.1.1.1,6
10.1.1.10,60,10.1.1.2,8
10.1.1.10,60,10.1.1.3,8
10.1.1.10,60,10.1.1.4,6
10.1.1.10,60,10.1.1.5,10
10.1.1.10,60,10.1.1.6,8
10.1.1.10,60,10.1.1.7,8
10.1.1.10,60,10.1.1.8,8
10.1.1.10,60,10.1.1.9,10
10.1.1.10,60,10.1.1.10,10
10.1.1.1,70,10.1.1.1,10
10.1.1.1,70,10.1.1.2,8
10.1.1.1,70,10.1.1.3,8
10.1.1.1,70,10.1.1.4,6
10.1.1.1,70,10.1.1.5,8
10.1.1.1,70,10.1.1.6,6
10.1.1.1,70,10.1.1.7,8
10.1.1.1,70,10.1.1.8,8
10.1.1.1,70,10.1.1.9,8
10.1.1.1,70,10.1.1.10,8
10.1.1.2,70,10.1.1.1,8
10.1.1.2,70,10.1.1.2,10
10.1.1.2,70,10.1.1.3,8
10.1.1.2,70,10.1.1.4,8
10.1.1.2,70,10.1.1.5,10
10.1.1.2,70,10.1.1.6,9
10.1.1.2,70,10.1.1.7,8
10.1.1.2,70,10.1.1.8,6
10.1.1.2,70,10.1.1.9,10
10.1.1.2,70,10.1.1.10,8
10.1.1.3,70,10.1.1.1,6
10.1.1.3,70,10.1.1.2,8
10.1.1.3,70,10.1.1.3,10
10.1.1.3,70,10.1.1.4,6
10.1.1.3,70,10.1.1.5,8
10.1.1.3,70,10.1.1.6,6
10.1.1.3,70,10.1.1.7,6
10.1.1.3,70,10.1.1.8,8
10.1.1.3,70,10.1.1.9,8
10.1.1.3,70,10.1.1.10,8
10.1.1.4,70,10.1.1.1,8
10.1.1.4,70,10.1.1.2,8
10.1.1.4,70,10.1.1.3,8
10.1.1.4,70,10.1.1.4,10
10.1.1.4,70,10.1.1.5,8
10.1.1.4,70,10.1.1.6,6
10.1.1.4,70,10.1.1.7,8
10.1.1.4,70,10.1.1.8,8
10.1.1.4,70,10.1.1.9,8
10.1.1.4,70,10.1.1.10,8
10.1.1.5,70,10.1.1.1,8
